confluence_url,neuer_pfad
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/1147838,/diy-synth-other/repairs/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/1147841,/diy-synth-other/projects/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/1147869,/diy-synth-other/repairs/moog-prodigy-repair/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/1147906,/diy-synth-other/products/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/1147967,/diy-synth-other/projects/abstrakt-instruments-vs-1-diy/vs-1-usermanual-and-firmware/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/285868034,/diy-synth-other/projects/oakleysound-vintage-flanger/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/312442883,/diy-synth-other/projects/midibox-mb6582-sid/sid-chips/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/315621377,/diy-synth-other/projects/oberheim-matrix-1000-clone/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/482639886,/diy-synth-other/projects/nava-tr-909-clone/nava-extra9/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/61571075,/diy-synth-other/projects/antonus-step-brother-diy/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/641433657,/diy-synth-other/manuals-synth/208r-repair/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/641859633,/diy-synth-other/repairs/twisted-electrons-therapsid/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/641859697,/diy-synth-other/repairs/roland-tb-303-repair/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/641859787,/diy-synth-other/repairs/analog-solutions-red-square/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/641892423,/diy-synth-other/repairs/akai-s3200-repair-and-display-modification/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642023427,/diy-synth-other/repairs/roland-jp-8000-repair/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642089055,/diy-synth-other/repairs/akai-s3200-scsi-repair/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642187310,/diy-synth-other/repairs/akai-mpc60-service-and-modification/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642187326,/diy-synth-other/repairs/ensoniqe-asr10-service/
